,Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments,,L_NIR_errup_nodist,L_NIR_errlow_nodist,L_NIR_errup_noflux,L_NIR_errlow_noflux,L_X_errup_nodist,L_X_errlow_nodist,L_X_errup_noflux,L_X_errlow_noflux,log_L_NIR,log_L_X,log_L_NIR_errup,log_L_NIR_errlow,log_L_X_errup,log_L_X_errlow,log_L_NIR_errup_nodist,log_L_NIR_errlow_nodist,log_L_NIR_errup_noflux,log_L_NIR_errlow_noflux,log_L_X_errup_nodist,log_L_X_errlow_nodist,log_L_X_errup_noflux,log_L_X_errlow_noflux,log_L_NIR_upplim,log_L_X_upplim
72,XTE_J1710-281,Ks,1051,S1,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,18.789946,0.0891971,,-0.07503025921,3.0,0.1545426907,0.1445363128,0.002422396305,18.72043866,0.08928609456,2.46e-14,2.02e-15,,16.0,,,Galloway+2008,7.535048062568926e+32,3.256175617809224e+32,3.256175617809224e+32,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,1.1022985040235343e+36,1.098461682230507e+36,,"Based on finding chart in Ratti, I think it is this one (S1), but not sure since second source in our finding chart is very nearby",2.46e-14,6.1873158887761105e+31,6.1873158887761105e+31,3.1968501489654264e+32,3.1968501489654264e+32,1.5315138338554727e+35,1.2252110670843782e+35,1.0916073679394138e+36,1.0916073679394138e+36,32.877086026822106,36.41043020578061,0.18767486168367387,0.18767486168367387,0.18606013148755643,0.1854125033136097,0.035661579408315804,0.035661579408315804,0.18425554391141258,0.18425554391141258,0.025850862018050702,0.020680689614440563,0.18425554391141258,0.18425554391141258,,
73,XTE_J1710-281,H,1056,S,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,18.95804333,0.2042964201,,-0.09915730628,0.0,0.209562283,0.2258379888,0.003784994226,18.83136265,0.2043961394,3.44e-14,6.47e-15,,16.0,,,Galloway+2008,1.053681517692565e+33,4.8899747387454565e+32,4.8899747387454565e+32,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,1.1022985040235343e+36,1.098461682230507e+36,,Applied psf,3.44e-14,1.9817789010089814e+32,1.9817789010089814e+32,4.470392078228076e+32,4.470392078228076e+32,1.5315138338554727e+35,1.2252110670843782e+35,1.0916073679394138e+36,1.0916073679394138e+36,33.02270936229026,36.41043020578061,0.2015494255165516,0.2015494255165516,0.18606013148755643,0.1854125033136097,0.08168271214866393,0.08168271214866393,0.18425554391141263,0.18425554391141263,0.025850862018050702,0.020680689614440563,0.18425554391141258,0.18425554391141258,,
74,XTE_J1710-281,J,1061,S,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,19.70556791,0.02016710423,,-0.05029126929,3.0,0.219786549,0.3639217877,0.006099247839,19.39193739,0.02117074584,2.8e-14,5.45e-16,,16.0,,,Galloway+2008,8.576477469590647e+32,3.642518515863796e+32,3.642518515863796e+32,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,1.1022985040235343e+36,1.098461682230507e+36,,Applied psf,2.8e-14,1.6693500789024649e+31,1.6693500789024649e+31,3.6386912264647125e+32,3.6386912264647125e+32,1.5315138338554727e+35,1.2252110670843782e+35,1.0916073679394138e+36,1.0916073679394138e+36,32.933308951060944,36.41043020578061,0.18444934966354826,0.18444934966354826,0.18606013148755643,0.1854125033136097,0.008453231879902578,0.008453231879902578,0.18425554391141258,0.18425554391141258,0.025850862018050702,0.020680689614440563,0.18425554391141258,0.18425554391141258,,
75,4U_1735-44,Ks,1143,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.201534,0.013292001,,-0.05813436063,2.0,0.3667796723,0.1720670391,0.002883805125,16.08760131,0.01461972043,2.78e-13,3.41e-15,,8.5,1.3,1.3,Galloway+2008,2.4032203992112572e+33,5.2063131922107074e+32,5.2063131922107074e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset,2.78e-13,2.9478350939965425e+31,2.9478350939965425e+31,5.197961113549549e+32,5.197961113549549e+32,4.322338847502261e+34,4.322338847502261e+34,7.684755459240522e+36,7.684755459240522e+36,33.38079360175354,37.55059062771153,0.09408513223253696,0.09408513223253696,0.09393568468234599,0.09393568468234599,0.005327137349964348,0.005327137349964348,0.09393419885679859,0.09393419885679859,0.0005283387857703793,0.0005283387857703793,0.09393419885679859,0.09393419885679859,,
76,4U_1735-44,H,1148,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.425356,0.0092493035,,-0.01564851127,2.0,0.2227781787,0.2688547486,0.004505945507,16.17214905,0.01166434512,3.98e-13,3.39e-15,,8.5,1.3,1.3,Galloway+2008,3.4405817226118003e+33,7.447453364189173e+32,7.447453364189173e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset,3.98e-13,2.930545738606533e+31,2.930545738606533e+31,7.441685335225615e+32,7.441685335225615e+32,4.322338847502261e+34,4.322338847502261e+34,7.684755459240522e+36,7.684755459240522e+36,33.53663187790915,37.55059062771153,0.0940070069849668,0.0940070069849668,0.09393568468234599,0.09393568468234599,0.003699141441336742,0.003699141441336742,0.09393419885679859,0.09393419885679859,0.0005283387857703793,0.0005283387857703793,0.09393419885679859,0.09393419885679859,,
77,4U_1735-44,J,1153,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.829361,0.009045875,,-0.06538238603,3.0,0.278722783,0.4332402235,0.007261009332,16.46150274,0.01217597917,4.16e-13,3.46e-15,,8.5,1.3,1.3,Galloway+2008,3.5961859211218814e+33,7.78399277630734e+32,7.78399277630734e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset,4.16e-13,2.9910584824715644e+31,2.9910584824715644e+31,7.778243968477024e+32,7.778243968477024e+32,4.322338847502261e+34,4.322338847502261e+34,7.684755459240522e+36,7.684755459240522e+36,33.5558421364622,37.55059062771153,0.09400362450866949,0.09400362450866949,0.09393568468234599,0.09393568468234599,0.0036121608350606995,0.0036121608350606995,0.09393419885679859,0.09393419885679859,0.0005283387857703793,0.0005283387857703793,0.09393419885679859,0.09393419885679859,,
78,GS_1826-24,Ks,1200,S13,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,16.57616648,0.01303028876,,-0.06908900842,,0.2181939118,0.1257653631,0.002107799382,16.51949012,0.01363393306,1.87e-13,2.35e-15,,5.7,0.2,0.2,Chenevez+2016 ,7.269462026865099e+32,3.7210995633014964e+31,3.7210995633014964e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf,1.87e-13,9.13542019418876e+30,9.13542019418876e+30,3.60721817177152e+31,3.60721817177152e+31,3.887412848590961e+34,3.887412848590961e+34,9.162719955034609e+35,9.162719955034609e+35,32.861502272288355,37.26635427537673,0.022230709796435245,0.022230709796435245,0.021569742613394532,0.021569742613394532,0.005457711403597014,0.005457711403597014,0.021550356013030715,0.021550356013030715,0.0009143041724278982,0.0009143041724278982,0.02155035601303071,0.02155035601303071,,
79,GS_1826-24,H,1205,S13,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,16.64431853,0.004711686146,,-0.06127089225,,0.2116501705,0.1965083799,0.003293436534,16.50908105,0.006263001915,2.92e-13,1.68e-15,,5.7,0.2,0.2,Chenevez+2016 ,1.1351245517885609e+33,5.670396494069895e+31,5.670396494069895e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf,2.92e-13,6.530853585632816e+30,6.530853585632816e+30,5.632661530252855e+31,5.632661530252855e+31,3.887412848590961e+34,3.887412848590961e+34,9.162719955034609e+35,9.162719955034609e+35,33.055043517200275,37.26635427537673,0.021694728597825372,0.021694728597825372,0.021569742613394532,0.021569742613394532,0.002498680580813229,0.002498680580813229,0.021550356013030715,0.021550356013030715,0.0009143041724278982,0.0009143041724278982,0.02155035601303071,0.02155035601303071,,
80,GS_1826-24,J,1210,S10,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,17.16407889,0.01126970434,,-0.09651794119,,0.2726869918,0.3166592179,0.00530713773,16.94393761,0.01262569574,2.66e-13,3.1e-15,,5.7,0.2,0.2,Chenevez+2016 ,1.0340518177251957e+33,5.2707386753615e+31,5.2707386753615e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf,2.66e-13,1.205097983063198e+31,1.205097983063198e+31,5.13112317481938e+31,5.13112317481938e+31,3.887412848590961e+34,3.887412848590961e+34,9.162719955034609e+35,9.162719955034609e+35,33.01454230238293,37.26635427537673,0.02213673128392373,0.02213673128392373,0.021569742613394532,0.021569742613394532,0.005061326668797294,0.005061326668797294,0.02155035601303071,0.02155035601303071,0.0009143041724278982,0.0009143041724278982,0.02155035601303071,0.02155035601303071,,
81,Ser_X-1,Ks,1185,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,16.56634533,0.007443161497,,-0.03502388446,,0.1137376243,0.2753072626,0.004614088199,16.32606195,0.01009616731,2.23e-13,2.08e-15,,10.0,1.1,1.1,Galloway+2008,2.668184257420082e+33,4.1581748729440914e+32,4.1581748729440914e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,"Applied psf because: I am not sure of our detection is correct, it seems blended. should be the left source according to finder chart here",2.23e-13,2.4887099800151435e+31,2.4887099800151435e+31,4.150720600129252e+32,4.150720600129252e+32,5.982475913497941e+35,5.982475913497941e+35,1.9171489767413137e+37,1.9171489767413137e+37,33.42621581745504,38.09074817911205,0.06768169765961016,0.06768169765961016,0.06759325175660293,0.06759325175660293,0.004050818485913739,0.004050818485913739,0.0675603661008513,0.0675603661008513,0.0021082256403070474,0.0021082256403070474,0.0675603661008513,0.0675603661008513,,
82,Ser_X-1,H,1190,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,16.93084233,0.008927016663,,-0.09750055791,,0.1167365331,0.4301675978,0.007209512812,16.59817529,0.01223151688,2.69e-13,3.03e-15,,10.0,1.1,1.1,Galloway+2008,3.2185720414618924e+33,5.020031107176591e+32,5.020031107176591e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,Applied psf ,2.69e-13,3.625380403579752e+31,3.625380403579752e+31,5.0069230557612955e+32,5.0069230557612955e+32,5.982475913497941e+35,5.982475913497941e+35,1.9171489767413137e+37,1.9171489767413137e+37,33.507663234409286,38.09074817911205,0.06773723815233351,0.06773723815233351,0.06759325175660293,0.06759325175660293,0.004891867212516181,0.004891867212516181,0.0675603661008513,0.0675603661008513,0.0021082256403070474,0.0021082256403070474,0.0675603661008513,0.0675603661008513,,
83,Ser_X-1,J,1195,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,17.45843026,0.009733402953,,-0.05354117372,,0.12163184,0.6931843575,0.01161761493,16.81878707,0.01543603283,2.99e-13,4.25e-15,,10.0,1.1,1.1,Galloway+2008,3.5775205962717686e+33,5.588499318509708e+32,5.588499318509708e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,Applied psf,2.99e-13,5.08510452647325e+31,5.08510452647325e+31,5.56531596160828e+32,5.56531596160828e+32,5.982475913497941e+35,5.982475913497941e+35,1.9171489767413137e+37,1.9171489767413137e+37,33.55358214273131,38.09074817911205,0.06784180134918437,0.06784180134918437,0.06759325175660293,0.06759325175660293,0.006173082100631505,0.006173082100631505,0.06756036610085131,0.06756036610085131,0.0021082256403070474,0.0021082256403070474,0.0675603661008513,0.0675603661008513,,
84,XTE_J1637-498,H,3694,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36e+21,13.735894,0.0074312347,,-0.4197052215,3.0,0.2126221516,0.7195530726,0.0120595487,13.43604652,0.0146752539,4.95e-12,3.39e-14,,8.0,,,,3.7904967387922947e+34,1.6083810720050804e+34,1.6083810720050804e+34,,,,,,,,,,,Small systematic magnitude offset but seems fixed with calibration,4.95e-12,2.595915948385026e+32,2.595915948385026e+32,1.608171568839315e+34,1.608171568839315e+34,,,,,34.57869612732433,,0.18427954764366805,0.18427954764366805,,,0.0029742591790949966,0.0029742591790949966,0.1842555439114126,0.1842555439114126,,,,,,
85,XTE_J1637-498,Ks,3703,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36e+21,13.616517,0.0061454345,,-0.08818684327,3.0,0.2829191941,0.4605139665,0.00771811117,13.24419032,0.01036527364,3.82e-12,2.16e-14,,8.0,,,,2.9251914226639527e+34,1.2411638319816112e+34,1.2411638319816112e+34,,,,,,,,,,,Small astrometric offset,3.82e-12,1.6540349405639104e+32,1.6540349405639104e+32,1.241053614740643e+34,1.241053614740643e+34,,,,,34.46615429130247,,0.18427190753780376,0.18427190753780376,,,0.0024556965468874965,0.0024556965468874965,0.18425554391141258,0.18425554391141258,,,,,,
86,4U_1626-67,Ks,1036,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.491129,0.061269343,,-0.01652955061,0.0,0.05515766069,0.06006703911,0.001006710153,18.44759097,0.06148720374,3.17e-14,1.79e-15,,9.0,4.0,4.0,Chakrabarty 1998,3.072240680617732e+32,1.938801096825239e+32,1.938801096825239e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. ",3.17e-14,1.7347983653961325e+31,1.7347983653961325e+31,1.9310241944017533e+32,1.9310241944017533e+32,2.325986635167999e+34,2.325986635167999e+34,2.2477852609913153e+36,2.2477852609913153e+36,32.487455235503276,36.55342233944459,0.27407052551946265,0.27407052551946265,0.2729857905304489,0.2729857905304489,0.024523253079079516,0.024523253079079516,0.27297117616505573,0.27297117616505573,0.0028246795570943204,0.0028246795570943204,0.2729711761650557,0.2729711761650557,,
87,4U_1626-67,H,1041,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.58377,0.035732053,,-0.04051843528,0.0,0.105098883,0.0938547486,0.001572984613,18.53043381,0.03597138723,4.54e-14,1.49e-15,,9.0,4.0,4.0,Chakrabarty 1998,4.399991384859465e+32,2.769335284127602e+32,2.769335284127602e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. ",4.54e-14,1.4440500360001327e+31,1.4440500360001327e+31,2.7655677736857916e+32,2.7655677736857916e+32,2.325986635167999e+34,2.325986635167999e+34,2.2477852609913153e+36,2.2477852609913153e+36,32.64345182614263,36.55342233944459,0.27334304257393577,0.27334304257393577,0.2729857905304489,0.2729857905304489,0.01425327704924769,0.01425327704924769,0.2729711761650557,0.2729711761650557,0.0028246795570943204,0.0028246795570943204,0.2729711761650557,0.2729711761650557,,
88,4U_1626-67,J,1046,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.773262,0.028630024,,-0.03052820317,0.0,0.09760200779,0.1512402235,0.002534752349,18.65255082,0.02888601079,5.52e-14,1.46e-15,,9.0,4.0,4.0,Chakrabarty 1998,5.349769260886398e+32,3.365516382222543e+32,3.365516382222543e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. ",5.52e-14,1.414975203060533e+31,1.414975203060533e+31,3.3625405530276585e+32,3.3625405530276585e+32,2.325986635167999e+34,2.325986635167999e+34,2.2477852609913153e+36,2.2477852609913153e+36,32.728335051014724,36.55342233944459,0.2732127540977478,0.2732127540977478,0.2729857905304489,0.2729857905304489,0.011486774340194704,0.011486774340194704,0.2729711761650557,0.2729711761650557,0.0028246795570943204,0.0028246795570943204,0.2729711761650557,0.2729711761650557,,
89,Swift_J1357.2-0933,Ks,51,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.432451,0.13484804,,-0.001368286192,0.0,0.4629060234,0.01783240223,0.0002988670766,18.41598641,0.1355453854,3.496666666666667e-14,8.32710033565106e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",7.735744176197678e+31,5.411587650980846e+31,5.411587650980846e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,3.496666666666667e-14,1.8422207223868372e+31,1.8422207223868372e+31,5.0883694553616e+31,5.0883694553616e+31,2.4335515520926918e+30,1.5486237149680767e+30,4.656658414820911e+30,4.656658414820911e+30,31.888502099039943,30.849997843885955,0.3038133890709864,0.3038133890709864,0.3223244492577799,0.3010503124781671,0.10342460608278277,0.10342460608278277,0.28566750994017454,0.28566750994017454,0.1492887281542428,0.09500191791633633,0.28566750994017454,0.28566750994017454,,
92,Swift_J1357.2-0933,H,96,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.5618,0.028427843,,-0.005204427086,0.0,0.3088045211,0.02786312849,0.0004669798071,18.53914203,0.03188534827,4.5e-14,1.18e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",9.95543816765192e+31,6.553627297448083e+31,6.553627297448083e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,4.5e-14,2.610537119517615e+30,2.610537119517615e+30,6.548425895841906e+31,6.548425895841906e+31,2.4335515520926918e+30,1.5486237149680767e+30,4.656658414820911e+30,4.656658414820911e+30,31.998060379341393,30.849997843885955,0.2858944150725941,0.2858944150725941,0.3223244492577799,0.3010503124781671,0.011388166414351936,0.011388166414351936,0.2856675099401746,0.2856675099401746,0.1492887281542428,0.09500191791633633,0.28566750994017454,0.28566750994017454,,
93,Swift_J1357.2-0933,J,488,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,19.675623,0.1280753,,-0.05105094704,0.0,0.4014769557,0.04489944134,0.0007525046035,19.68177368,0.1283591066,2.14e-14,2.52e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",4.734363928616691e+31,3.1636499822461037e+31,3.1636499822461037e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,2.14e-14,5.575045373885075e+30,5.575045373885075e+30,3.1141403149114842e+31,3.1141403149114842e+31,2.4335515520926918e+30,1.5486237149680767e+30,4.656658414820911e+30,4.656658414820911e+30,31.675261638915238,30.849997843885955,0.29020914967224587,0.29020914967224587,0.3223244492577799,0.3010503124781671,0.051141219364308155,0.051141219364308155,0.2856675099401746,0.2856675099401746,0.1492887281542428,0.09500191791633633,0.28566750994017454,0.28566750994017454,,
94,Swift_J1357.2-0933,Ks,514,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.06599,0.028959798,,-0.03978332185,0.0,0.3472877223,0.01783240223,0.0002988670766,18.08794152,0.03412304309,4.41e-14,1.18e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",9.756329404298883e+31,6.4227648437420395e+31,6.4227648437420395e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources ,4.41e-14,2.6105371195176153e+30,2.6105371195176153e+30,6.4174573779250695e+31,6.4174573779250695e+31,2.4335515520926918e+30,1.5486237149680767e+30,4.656658414820911e+30,4.656658414820911e+30,31.989286455033888,30.849997843885955,0.28590376714528537,0.28590376714528537,0.3223244492577799,0.3010503124781671,0.011620577973828506,0.011620577973828506,0.28566750994017454,0.28566750994017454,0.1492887281542428,0.09500191791633633,0.28566750994017454,0.28566750994017454,,
95,2E_17467-3225,Ks,779,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,16.75866,0.109421596,,-0.1678241116,0.0,0.1978076442,0.3134748603,0.005253768609,16.61300829,0.109667323,1.54e-13,2.0941107898103193e-14,,8.0,,,,1.179265652068714e+33,5.253901678996481e+32,5.253901678996481e+32,,3.98e-11,6e-12,6e-12,,Wilson+2003,3.0477125293723906e+35,1.3722381044122715e+35,1.3722381044122715e+35,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset,1.54e-13,1.603579822110257e+32,1.603579822110257e+32,5.00320043638898e+32,5.00320043638898e+32,4.594541501566418e+34,4.594541501566418e+34,1.2930349179758533e+35,1.2930349179758533e+35,33.07161164922722,35.48397400046445,0.19348825293500943,0.19348825293500943,0.19554187964255004,0.19554187964255004,0.059055893539524805,0.059055893539524805,0.18425554391141258,0.18425554391141258,0.06547152993516357,0.06547152993516357,0.18425554391141258,0.18425554391141258,,
97,2E_17467-3225,H,789,,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,,,17.33864478,-0.1909734844,,0.1545469211,0.4898044693,0.008209013452,,,,0.0,1.359466153489975e-13,8.0,,,,,,,1.041020610364092e+33,3.98e-11,6e-12,6e-12,,Wilson+2003,3.0477125293723906e+35,1.3722381044122715e+35,1.3722381044122715e+35,,Maybe can use psf because there is something like a source visible. Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset,,,,,,4.594541501566418e+34,4.594541501566418e+34,1.2930349179758533e+35,1.2930349179758533e+35,,35.48397400046445,,,0.19554187964255004,0.19554187964255004,,,,,0.06547152993516357,0.06547152993516357,0.18425554391141258,0.18425554391141258,33.01745932785711,
98,4U_1915-05,H,1220,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.485819,0.07621386,,-0.0148021154,3.0,0.2020794146,0.2287709497,0.003834149995,19.27185085,0.07644122589,2.29e-14,1.61e-15,,8.9,1.3,1.3,Galloway+2008,2.1703333803554273e+32,4.735818027744737e+31,4.735818027744737e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,,2.29e-14,1.5258675730883135e+31,1.5258675730883135e+31,4.483268957056851e+31,4.483268957056851e+31,4.738719171081719e+34,3.790975336865375e+34,1.1609513063470361e+36,1.1609513063470361e+36,32.33652645003659,36.74974566106096,0.09476606936813807,0.09476606936813807,0.08978713972726542,0.08976025394729771,0.030533367504988442,0.030533367504988442,0.0897124371104256,0.0897124371104256,0.003661842174563674,0.002929473739650939,0.08971243711042562,0.08971243711042562,,
99,4U_1915-05,J,1225,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.588903,0.05935695,,-0.03488622097,3.0,0.1021670563,0.3686480447,0.00617845885,19.25514079,0.05972768939,3.17e-14,1.73e-15,,8.9,1.3,1.3,Galloway+2008,3.00434795446581e+32,6.419027984289064e+31,6.419027984289064e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,,3.17e-14,1.6395968331942748e+31,1.6395968331942748e+31,6.206097202563415e+31,6.206097202563415e+31,4.738719171081719e+34,3.790975336865375e+34,1.1609513063470361e+36,1.1609513063470361e+36,32.47775022991445,36.74974566106096,0.09279046485329528,0.09279046485329528,0.08978713972726542,0.08976025394729771,0.023701244595981878,0.023701244595981878,0.08971243711042562,0.08971243711042562,0.003661842174563674,0.002929473739650939,0.08971243711042562,0.08971243711042562,,
100,RXS_J180408.9-342058,H,804,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,19.503082,0.20254214,,-0.04281412768,1.0,0.3361121749,0.1896648045,0.00317873974,19.35623173,0.2025890609,2.12e-14,3.95e-15,,5.8,,,Chenevez+2012,8.533020764554997e+31,3.953979593266814e+31,3.953979593266814e+31,,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,Small astrometric offset,2.12e-14,1.5898788688675581e+31,1.5898788688675581e+31,3.6202541079734737e+31,3.6202541079734737e+31,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,31.931102802461503,32.718710293839585,0.20124075240116845,0.20124075240116845,0.18725958188177694,0.18725958188177694,0.08091807563763416,0.08091807563763416,0.18425554391141258,0.18425554391141258,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,,
101,RXS_J180408.9-342058,Ks,814,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,18.62325,0.18475345,,-0.07580345107,3.0,0.3011480258,0.1213854749,0.002034393433,18.57766734,0.1847922998,2.81e-14,4.78e-15,,5.8,,,Chenevez+2012,1.1310277522829972e+32,5.169877135243448e+31,5.169877135243448e+31,,1.3e-13,1e-14,1e-14,,Parikh+2018,5.232512732981837e+32,2.2561607098372764e+32,2.2561607098372764e+32,,Small astrometric offset,2.81e-14,1.9239546818194755e+31,1.9239546818194755e+31,4.798544360096916e+31,4.798544360096916e+31,4.025009794601413e+31,4.025009794601413e+31,2.219967141681847e+32,2.219967141681847e+32,32.05347326143783,32.718710293839585,0.19851406010347228,0.19851406010347228,0.18725958188177694,0.18725958188177694,0.07387642788247485,0.07387642788247485,0.18425554391141258,0.18425554391141258,0.033407267838711674,0.033407267838711674,0.18425554391141258,0.18425554391141258,,
